epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,67484.4,0.91806,0.78959,1.28296,0.8879,0.76905,0.85625,0.62074,0.97937,0.59456,1.20435,0.000276637,0.000276637,0.000276637
183,67855,0.92315,0.78052,1.27468,0.88769,0.76926,0.8565,0.62078,0.97911,0.59428,1.20399,0.000272706,0.000272706,0.000272706
184,68224.8,0.91903,0.79016,1.28139,0.88872,0.76862,0.85645,0.62062,0.97912,0.59393,1.20392,0.000268789,0.000268789,0.000268789
185,68594.7,0.91,0.7856,1.27461,0.88766,0.76947,0.85659,0.62047,0.97892,0.59349,1.20385,0.000264887,0.000264887,0.000264887
186,68965,0.91375,0.78724,1.27639,0.88759,0.76933,0.85667,0.62073,0.97885,0.59359,1.20375,0.000261,0.000261,0.000261
187,69335.6,0.90577,0.77346,1.26633,0.88756,0.76952,0.85689,0.62102,0.9789,0.59326,1.20368,0.000257128,0.000257128,0.000257128
188,69705.8,0.9045,0.76362,1.27463,0.88774,0.76949,0.85713,0.62115,0.97905,0.59318,1.20356,0.000253273,0.000253273,0.000253273
189,70075.8,0.90841,0.77773,1.26659,0.8876,0.76944,0.85713,0.62124,0.97885,0.59309,1.20335,0.000249434,0.000249434,0.000249434
190,70446,0.91274,0.77026,1.26843,0.8876,0.76943,0.85719,0.6211,0.97895,0.59283,1.20307,0.000245612,0.000245612,0.000245612
191,70816.7,0.90462,0.76327,1.27238,0.88773,0.76917,0.85723,0.62172,0.9788,0.5925,1.2029,0.000241807,0.000241807,0.000241807
192,71188.3,0.90474,0.76497,1.26407,0.88758,0.76918,0.85732,0.62182,0.97871,0.59232,1.20267,0.00023802,0.00023802,0.00023802
193,71559.3,0.9076,0.76158,1.26367,0.8875,0.7691,0.85732,0.62146,0.97847,0.59254,1.20244,0.000234251,0.000234251,0.000234251
194,71930.2,0.9235,0.78912,1.28077,0.88772,0.76886,0.85782,0.6225,0.97832,0.59211,1.2021,0.0002305,0.0002305,0.0002305
195,72301.7,0.90058,0.74477,1.26103,0.88719,0.76918,0.85779,0.62241,0.97817,0.59217,1.20193,0.000226769,0.000226769,0.000226769
196,72672.9,0.91083,0.78245,1.27499,0.88721,0.76923,0.85789,0.62281,0.97801,0.59194,1.20172,0.000223057,0.000223057,0.000223057
197,73044.6,0.90661,0.77076,1.27176,0.88855,0.76859,0.85809,0.62236,0.97794,0.59182,1.2016,0.000219364,0.000219364,0.000219364
198,73415.2,0.89933,0.75007,1.25987,0.88767,0.76756,0.85831,0.6229,0.97815,0.59185,1.20166,0.000215692,0.000215692,0.000215692
199,73786.6,0.8865,0.7422,1.25323,0.88621,0.76665,0.85821,0.62225,0.97828,0.59176,1.20166,0.00021204,0.00021204,0.00021204
200,74157.6,0.89934,0.75029,1.26246,0.88631,0.76645,0.85855,0.62281,0.97833,0.59152,1.2015,0.000208409,0.000208409,0.000208409
201,74528.3,0.90517,0.76399,1.26501,0.88884,0.76577,0.85879,0.62271,0.9785,0.59146,1.20147,0.0002048,0.0002048,0.0002048
202,74899.7,0.90098,0.75986,1.26205,0.88926,0.76567,0.859,0.62308,0.97849,0.59144,1.20133,0.000201212,0.000201212,0.000201212
203,75270.9,0.90441,0.75268,1.26734,0.88929,0.76569,0.85895,0.6235,0.97854,0.59155,1.20121,0.000197647,0.000197647,0.000197647
204,75642,0.89194,0.76377,1.25642,0.88906,0.76579,0.85931,0.62317,0.97889,0.59129,1.2012,0.000194104,0.000194104,0.000194104
205,76013.1,0.89465,0.77772,1.26985,0.88869,0.76593,0.85935,0.62389,0.9789,0.59109,1.20119,0.000190584,0.000190584,0.000190584
206,76384.1,0.89396,0.75282,1.2613,0.89088,0.76445,0.85944,0.62294,0.97894,0.59108,1.20108,0.000187087,0.000187087,0.000187087
207,76755.1,0.89994,0.76626,1.26986,0.88841,0.76727,0.85963,0.62348,0.979,0.59127,1.20092,0.000183614,0.000183614,0.000183614
208,77126.8,0.89675,0.75591,1.26341,0.89027,0.76579,0.85967,0.62379,0.97892,0.59151,1.20072,0.000180165,0.000180165,0.000180165
209,390.003,0.90968,0.79923,1.27497,0.8904,0.76576,0.85972,0.62387,0.97882,0.5913,1.20076,0.000176741,0.000176741,0.000176741
210,762.307,0.92066,0.80354,1.28305,0.89043,0.76574,0.85955,0.6234,0.97868,0.59111,1.20073,0.000173341,0.000173341,0.000173341
211,1134.19,0.90596,0.76203,1.26753,0.89048,0.76563,0.85947,0.62321,0.97865,0.59075,1.20087,0.000169967,0.000169967,0.000169967
212,1506.41,0.90864,0.77444,1.27242,0.89135,0.76477,0.85956,0.62305,0.9787,0.59069,1.20096,0.000166618,0.000166618,0.000166618
213,1878.38,0.89568,0.76514,1.25811,0.89133,0.76472,0.85921,0.62292,0.97853,0.5909,1.20099,0.000163295,0.000163295,0.000163295
214,2250.84,0.91336,0.77949,1.2729,0.89091,0.76531,0.85934,0.6229,0.97847,0.59058,1.20104,0.000159998,0.000159998,0.000159998
215,2623.15,0.91172,0.7745,1.26676,0.89077,0.76536,0.85945,0.62304,0.97811,0.59033,1.20097,0.000156729,0.000156729,0.000156729
216,2995.57,0.91168,0.78571,1.27293,0.88775,0.76774,0.85947,0.62336,0.9777,0.59018,1.20085,0.000153486,0.000153486,0.000153486
217,3367.81,0.90331,0.77747,1.26545,0.89115,0.76486,0.85961,0.62381,0.97751,0.59012,1.20081,0.00015027,0.00015027,0.00015027
218,3739.86,0.90697,0.77414,1.27735,0.89134,0.76468,0.85957,0.62344,0.97739,0.58988,1.20085,0.000147082,0.000147082,0.000147082
219,4111.98,0.89742,0.74763,1.2576,0.8902,0.7659,0.85944,0.6234,0.97733,0.58964,1.20084,0.000143923,0.000143923,0.000143923
220,4484.59,0.90856,0.78023,1.26964,0.88992,0.76604,0.85941,0.62401,0.97725,0.58963,1.20096,0.000140791,0.000140791,0.000140791
221,4857.15,0.90365,0.76318,1.26323,0.88431,0.77013,0.85959,0.62379,0.97749,0.58961,1.2011,0.000137689,0.000137689,0.000137689
222,5229.85,0.90184,0.78122,1.27068,0.8843,0.77008,0.85993,0.62412,0.97731,0.58973,1.20109,0.000134616,0.000134616,0.000134616
223,5602.64,0.90667,0.78858,1.27344,0.88382,0.77031,0.8598,0.62417,0.97717,0.58965,1.2011,0.000131572,0.000131572,0.000131572
224,5975.22,0.91112,0.79143,1.27754,0.88426,0.76989,0.85976,0.62427,0.97705,0.58964,1.20102,0.000128558,0.000128558,0.000128558
225,6347.57,0.90669,0.7514,1.26509,0.88425,0.77035,0.8598,0.6242,0.97693,0.58967,1.20103,0.000125574,0.000125574,0.000125574
226,6719.58,0.89775,0.75329,1.25798,0.88394,0.7705,0.85999,0.62424,0.97677,0.58979,1.20098,0.00012262,0.00012262,0.00012262
227,7092.22,0.90617,0.76565,1.26404,0.88105,0.77229,0.85994,0.62404,0.97639,0.58934,1.20081,0.000119697,0.000119697,0.000119697
228,7464.97,0.89811,0.76144,1.25549,0.87927,0.77414,0.86007,0.62438,0.97632,0.5889,1.20087,0.000116806,0.000116806,0.000116806
229,7837.66,0.90259,0.77427,1.26924,0.87875,0.77471,0.86011,0.62436,0.97625,0.58853,1.20084,0.000113945,0.000113945,0.000113945
230,8210.15,0.89484,0.77621,1.26096,0.87611,0.77658,0.86034,0.62426,0.97615,0.58819,1.20086,0.000111117,0.000111117,0.000111117
231,8582.26,0.9074,0.77494,1.2753,0.87766,0.77509,0.85995,0.62386,0.9761,0.58816,1.20084,0.00010832,0.00010832,0.00010832
232,8954.69,0.89498,0.75711,1.26147,0.87672,0.7764,0.85984,0.62392,0.97597,0.5881,1.20088,0.000105556,0.000105556,0.000105556
233,9326.61,0.90037,0.76512,1.26319,0.87681,0.77508,0.85908,0.62348,0.97585,0.58782,1.20091,0.000102824,0.000102824,0.000102824
234,9698.84,0.89039,0.75967,1.25581,0.88016,0.77333,0.85904,0.62354,0.97574,0.58769,1.20083,0.000100126,0.000100126,0.000100126
235,10070.4,0.88898,0.76991,1.25986,0.87965,0.77366,0.85899,0.62362,0.97564,0.58744,1.20084,9.74603e-05,9.74603e-05,9.74603e-05
236,10442.4,0.89536,0.76727,1.2652,0.87753,0.77507,0.85903,0.62354,0.97543,0.58726,1.20077,9.48285e-05,9.48285e-05,9.48285e-05
237,10812.4,0.89797,0.77142,1.25849,0.87719,0.77535,0.85914,0.62339,0.97532,0.58707,1.20073,9.22304e-05,9.22304e-05,9.22304e-05
238,11182.4,0.89721,0.76115,1.25015,0.87749,0.77539,0.8593,0.6231,0.97535,0.58701,1.20082,8.96665e-05,8.96665e-05,8.96665e-05
239,11552.3,0.89962,0.76758,1.27084,0.87734,0.77562,0.85914,0.62298,0.97531,0.58665,1.20077,8.71369e-05,8.71369e-05,8.71369e-05
240,11922.4,0.88878,0.73977,1.2506,0.87703,0.77591,0.85906,0.62271,0.9754,0.58668,1.20094,8.4642e-05,8.4642e-05,8.4642e-05
241,12292.8,0.88644,0.74238,1.25139,0.88031,0.77355,0.8596,0.62328,0.97545,0.58665,1.20101,8.21821e-05,8.21821e-05,8.21821e-05
242,12662.8,0.89578,0.75369,1.25502,0.88046,0.77342,0.85968,0.62286,0.97565,0.5865,1.20122,7.97573e-05,7.97573e-05,7.97573e-05
243,13032.6,0.89456,0.75294,1.25429,0.87775,0.77618,0.85956,0.62316,0.97564,0.58641,1.20126,7.7368e-05,7.7368e-05,7.7368e-05
244,13402.5,0.89614,0.76074,1.25429,0.87781,0.77623,0.85992,0.62322,0.97546,0.58632,1.20122,7.50144e-05,7.50144e-05,7.50144e-05
245,13772.7,0.8827,0.75065,1.25752,0.87804,0.77679,0.85989,0.62318,0.97544,0.58599,1.2012,7.26969e-05,7.26969e-05,7.26969e-05
246,14142.3,0.89138,0.76233,1.26216,0.87789,0.77797,0.85988,0.62315,0.97536,0.58601,1.20128,7.04155e-05,7.04155e-05,7.04155e-05
247,14512.3,0.88008,0.73466,1.25172,0.87775,0.77793,0.85965,0.62314,0.97551,0.58599,1.20136,6.81707e-05,6.81707e-05,6.81707e-05
248,14882.2,0.88889,0.74843,1.24901,0.87766,0.77793,0.85969,0.62269,0.97572,0.58594,1.2014,6.59626e-05,6.59626e-05,6.59626e-05
249,15251.8,0.88559,0.75174,1.25609,0.87752,0.77794,0.8596,0.62271,0.97587,0.58632,1.20169,6.37915e-05,6.37915e-05,6.37915e-05
250,15622.1,0.89467,0.75207,1.25324,0.87768,0.77786,0.85963,0.62275,0.97595,0.5862,1.20175,6.16576e-05,6.16576e-05,6.16576e-05
251,15991.8,0.8857,0.75504,1.2587,0.87611,0.77912,0.85988,0.62282,0.97576,0.58609,1.20163,5.95611e-05,5.95611e-05,5.95611e-05
252,16362,0.88916,0.76218,1.26813,0.87613,0.7791,0.85971,0.62289,0.97575,0.58623,1.20169,5.75024e-05,5.75024e-05,5.75024e-05
253,16731.3,0.8754,0.7368,1.2462,0.87464,0.78037,0.85977,0.62307,0.97564,0.58629,1.20164,5.54815e-05,5.54815e-05,5.54815e-05
254,17101.3,0.87844,0.74742,1.25322,0.87597,0.77931,0.85962,0.62263,0.97566,0.58626,1.20174,5.34988e-05,5.34988e-05,5.34988e-05
255,17471.3,0.89562,0.76211,1.26043,0.87414,0.78051,0.86021,0.62314,0.97556,0.58601,1.2017,5.15544e-05,5.15544e-05,5.15544e-05
256,17840.6,0.88789,0.74925,1.2548,0.8764,0.77906,0.8598,0.62352,0.97577,0.58598,1.20174,4.96486e-05,4.96486e-05,4.96486e-05
257,18210.1,0.89169,0.75499,1.26068,0.87653,0.77907,0.86026,0.62304,0.97583,0.58583,1.20193,4.77816e-05,4.77816e-05,4.77816e-05
258,18579.3,0.88,0.74884,1.25888,0.87445,0.78043,0.86007,0.62285,0.97593,0.58602,1.20196,4.59535e-05,4.59535e-05,4.59535e-05
259,18949.6,0.87064,0.73549,1.24047,0.87641,0.7791,0.8602,0.62285,0.97599,0.5858,1.20203,4.41646e-05,4.41646e-05,4.41646e-05
260,19319.4,0.88229,0.74635,1.24631,0.87524,0.77957,0.8605,0.62313,0.97612,0.58619,1.20229,4.24151e-05,4.24151e-05,4.24151e-05
261,19689.2,0.88228,0.75085,1.25345,0.8751,0.77947,0.86028,0.62263,0.9764,0.58623,1.20252,4.07052e-05,4.07052e-05,4.07052e-05
262,20059.3,0.87673,0.73555,1.24134,0.87498,0.77936,0.86015,0.62276,0.97662,0.58611,1.20282,3.9035e-05,3.9035e-05,3.9035e-05
263,20429.1,0.88261,0.74342,1.25183,0.87568,0.7793,0.86015,0.62265,0.97659,0.58621,1.20304,3.74047e-05,3.74047e-05,3.74047e-05
264,20798.4,0.87855,0.74571,1.25116,0.87634,0.77899,0.86004,0.62247,0.97657,0.58603,1.20315,3.58146e-05,3.58146e-05,3.58146e-05
265,21168,0.87766,0.73412,1.24808,0.87675,0.77881,0.86004,0.62261,0.97666,0.58611,1.20318,3.42647e-05,3.42647e-05,3.42647e-05
266,21538.1,0.88625,0.75183,1.25685,0.87679,0.77881,0.86003,0.62255,0.97675,0.58602,1.20324,3.27553e-05,3.27553e-05,3.27553e-05
267,21908.5,0.86329,0.72378,1.2374,0.87731,0.77861,0.86046,0.62292,0.97681,0.58581,1.20328,3.12865e-05,3.12865e-05,3.12865e-05
268,22279,0.89278,0.76855,1.26219,0.87541,0.77936,0.86042,0.62266,0.97697,0.58589,1.20336,2.98585e-05,2.98585e-05,2.98585e-05
269,22649.1,0.88419,0.74973,1.25001,0.87733,0.77954,0.8605,0.6221,0.97721,0.58592,1.20341,2.84715e-05,2.84715e-05,2.84715e-05
270,23019.1,0.86777,0.72036,1.23697,0.87714,0.7796,0.86036,0.62223,0.9773,0.58611,1.20354,2.71255e-05,2.71255e-05,2.71255e-05
271,23388.4,0.88198,0.74607,1.25596,0.87699,0.77956,0.8604,0.62244,0.97735,0.58593,1.20351,2.58208e-05,2.58208e-05,2.58208e-05
272,23758.7,0.88218,0.75701,1.26076,0.87433,0.7811,0.8605,0.62204,0.97745,0.58601,1.20359,2.45574e-05,2.45574e-05,2.45574e-05
273,24128.4,0.87332,0.74358,1.24876,0.87363,0.78226,0.86067,0.62204,0.97739,0.58592,1.20357,2.33356e-05,2.33356e-05,2.33356e-05
274,24498.2,0.8831,0.75387,1.24698,0.87369,0.78211,0.86071,0.62225,0.97742,0.5863,1.20358,2.21555e-05,2.21555e-05,2.21555e-05
275,24868.5,0.87135,0.73654,1.24864,0.87279,0.78268,0.86062,0.62227,0.9776,0.58626,1.20368,2.10171e-05,2.10171e-05,2.10171e-05
276,25238.4,0.86996,0.74182,1.23796,0.87247,0.78257,0.86065,0.62254,0.97782,0.58624,1.20386,1.99206e-05,1.99206e-05,1.99206e-05
277,25607.8,0.88516,0.75048,1.25683,0.87708,0.77916,0.86076,0.62329,0.97791,0.58619,1.20393,1.88662e-05,1.88662e-05,1.88662e-05
278,25977.4,0.86721,0.72923,1.24604,0.87585,0.77955,0.86083,0.62265,0.97799,0.5864,1.20394,1.78539e-05,1.78539e-05,1.78539e-05
279,26347.1,0.87108,0.74483,1.2449,0.87596,0.77943,0.86068,0.62228,0.97803,0.58653,1.20394,1.68839e-05,1.68839e-05,1.68839e-05
280,26717.2,0.86875,0.73423,1.24243,0.87603,0.77941,0.86096,0.62234,0.9781,0.58653,1.20398,1.59562e-05,1.59562e-05,1.59562e-05
281,27087.2,0.87477,0.74552,1.25596,0.87622,0.77933,0.86084,0.62205,0.97813,0.58654,1.20401,1.5071e-05,1.5071e-05,1.5071e-05
282,27456.6,0.88043,0.74015,1.2466,0.87568,0.77959,0.86087,0.62122,0.97818,0.58664,1.20404,1.42284e-05,1.42284e-05,1.42284e-05
283,27825.9,0.876,0.73529,1.25004,0.8758,0.77946,0.86083,0.62161,0.97834,0.58651,1.20414,1.34284e-05,1.34284e-05,1.34284e-05
284,28195.6,0.87151,0.73297,1.24742,0.87591,0.77939,0.86088,0.62142,0.97838,0.5867,1.20418,1.26712e-05,1.26712e-05,1.26712e-05
285,28565.6,0.8757,0.73932,1.24325,0.87569,0.7794,0.86093,0.62153,0.97846,0.58663,1.20432,1.19568e-05,1.19568e-05,1.19568e-05
286,28935.2,0.70041,0.46226,1.21883,0.87452,0.78054,0.86127,0.62209,0.9784,0.58636,1.20426,1.12853e-05,1.12853e-05,1.12853e-05
287,29304.1,0.69597,0.45929,1.2122,0.87419,0.78072,0.86137,0.62236,0.97873,0.58655,1.20429,1.06567e-05,1.06567e-05,1.06567e-05
288,29672.7,0.69183,0.44664,1.20915,0.87361,0.7802,0.86138,0.62218,0.97861,0.58632,1.20434,1.00713e-05,1.00713e-05,1.00713e-05
289,30041.2,0.69559,0.45727,1.21702,0.87359,0.78021,0.86127,0.62235,0.97858,0.58635,1.20421,9.52889e-06,9.52889e-06,9.52889e-06
290,30409.6,0.69282,0.44349,1.2016,0.87207,0.78102,0.86125,0.62192,0.97869,0.58625,1.20426,9.02969e-06,9.02969e-06,9.02969e-06
291,30778.1,0.68853,0.45891,1.21303,0.87173,0.78108,0.86135,0.62189,0.97875,0.58597,1.20429,8.57371e-06,8.57371e-06,8.57371e-06
292,31146.7,0.6887,0.44389,1.19847,0.87138,0.78132,0.86181,0.62278,0.9785,0.58605,1.20411,8.16101e-06,8.16101e-06,8.16101e-06
293,31515,0.68803,0.44271,1.20406,0.87096,0.78154,0.86231,0.62328,0.97832,0.58581,1.20415,7.79163e-06,7.79163e-06,7.79163e-06
294,31883.9,0.69178,0.43911,1.20018,0.87123,0.78146,0.8627,0.62383,0.97833,0.58572,1.20414,7.46562e-06,7.46562e-06,7.46562e-06
295,32252.1,0.69259,0.44132,1.20269,0.87173,0.78205,0.86258,0.62358,0.97831,0.58562,1.20419,7.18299e-06,7.18299e-06,7.18299e-06
296,32621,0.68929,0.44645,1.20574,0.87137,0.78198,0.8625,0.62337,0.97826,0.5856,1.20424,6.9438e-06,6.9438e-06,6.9438e-06
297,32989.2,0.69168,0.4409,1.20164,0.87146,0.78167,0.86279,0.62378,0.97813,0.58581,1.20426,6.74806e-06,6.74806e-06,6.74806e-06
298,33357.9,0.68855,0.4407,1.20419,0.86955,0.7827,0.86301,0.62328,0.97816,0.5858,1.20436,6.5958e-06,6.5958e-06,6.5958e-06
299,33726.3,0.68555,0.43914,1.20107,0.87181,0.78148,0.86323,0.62332,0.97811,0.58572,1.20453,6.48702e-06,6.48702e-06,6.48702e-06
300,34094.7,0.68419,0.44655,1.20104,0.8716,0.78134,0.86322,0.62343,0.97815,0.58579,1.20466,6.42176e-06,6.42176e-06,6.42176e-06
